Date,Udemy,Easter,Christmas
7/18/2018,1074,0,0
7/19/2018,958,0,0
7/20/2018,949,0,0
7/21/2018,797,0,0
7/22/2018,865,0,0
7/23/2018,1075,0,0
7/24/2018,1152,0,0
7/25/2018,1117,0,0
7/26/2018,975,0,0
7/27/2018,906,0,0
7/28/2018,754,0,0
7/29/2018,896,0,0
7/30/2018,1183,0,0
7/31/2018,1170,0,0
8/1/2018,1069,0,0
8/2/2018,849,0,0
8/3/2018,743,0,0
8/4/2018,616,0,0
8/5/2018,610,0,0
8/6/2018,791,0,0
8/7/2018,832,0,0
8/8/2018,860,0,0
8/9/2018,815,0,0
8/10/2018,710,0,0
8/11/2018,642,0,0
8/12/2018,652,0,0
8/13/2018,884,0,0
8/14/2018,845,0,0
8/15/2018,811,0,0
8/16/2018,826,0,0
8/17/2018,760,0,0
8/18/2018,604,0,0
8/19/2018,626,0,0
8/20/2018,840,0,0
8/21/2018,879,0,0
8/22/2018,926,0,0
8/23/2018,898,0,0
8/24/2018,862,0,0
8/25/2018,653,0,0
8/26/2018,736,0,0
8/27/2018,932,0,0
8/28/2018,1075,0,0
8/29/2018,992,0,0
8/30/2018,983,0,0
8/31/2018,846,0,0
9/1/2018,624,0,0
9/2/2018,656,0,0
9/3/2018,783,0,0
9/4/2018,896,0,0
9/5/2018,839,0,0
9/6/2018,796,0,0
9/7/2018,748,0,0
9/8/2018,564,0,0
9/9/2018,717,0,0
9/10/2018,1386,0,0
9/11/2018,873,0,0
9/12/2018,811,0,0
9/13/2018,753,0,0
9/14/2018,704,0,0
9/15/2018,585,0,0
9/16/2018,578,0,0
9/17/2018,877,0,0
9/18/2018,922,0,0
9/19/2018,867,0,0
9/20/2018,837,0,0
9/21/2018,771,0,0
9/22/2018,575,0,0
9/23/2018,611,0,0
9/24/2018,837,0,0
9/25/2018,821,0,0
9/26/2018,946,0,0
9/27/2018,743,0,0
9/28/2018,725,0,0
9/29/2018,523,0,0
9/30/2018,565,0,0
10/1/2018,846,0,0
10/2/2018,878,0,0
10/3/2018,805,0,0
10/4/2018,838,0,0
10/5/2018,716,0,0
10/6/2018,580,0,0
10/7/2018,623,0,0
10/8/2018,746,0,0
10/9/2018,889,0,0
10/10/2018,701,0,0
10/11/2018,793,0,0
10/12/2018,689,0,0
10/13/2018,524,0,0
10/14/2018,688,0,0
10/15/2018,817,0,0
10/16/2018,816,0,0
10/17/2018,1017,0,0
10/18/2018,784,0,0
10/19/2018,712,0,0
10/20/2018,625,0,0
10/21/2018,614,0,0
10/22/2018,830,0,0
10/23/2018,904,0,0
10/24/2018,789,0,0
10/25/2018,696,0,0
10/26/2018,759,0,0
10/27/2018,609,0,0
10/28/2018,725,0,0
10/29/2018,863,0,0
10/30/2018,927,0,0
10/31/2018,827,0,0
11/1/2018,856,0,0
11/2/2018,851,0,0
11/3/2018,597,0,0
11/4/2018,721,0,0
11/5/2018,874,0,0
11/6/2018,874,0,0
11/7/2018,821,0,0
11/8/2018,907,0,0
11/9/2018,827,0,0
11/10/2018,624,0,0
11/11/2018,729,0,0
11/12/2018,1027,0,0
11/13/2018,891,0,0
11/14/2018,1006,0,0
11/15/2018,1039,0,0
11/16/2018,946,0,0
11/17/2018,774,0,0
11/18/2018,931,0,0
11/19/2018,1177,0,0
11/20/2018,1206,0,0
11/21/2018,1302,0,0
11/22/2018,1281,0,0
11/23/2018,1574,0,0
11/24/2018,1077,0,0
11/25/2018,1098,0,0
11/26/2018,1656,0,0
11/27/2018,1669,0,0
11/28/2018,1356,0,0
11/29/2018,1235,0,0
11/30/2018,1044,0,0
12/1/2018,640,0,0
12/2/2018,779,0,0
12/3/2018,949,0,0
12/4/2018,947,0,0
12/5/2018,974,0,0
12/6/2018,970,0,0
12/7/2018,744,0,0
12/8/2018,682,0,0
12/9/2018,738,0,0
12/10/2018,971,0,0
12/11/2018,934,0,0
12/12/2018,960,0,0
12/13/2018,967,0,0
12/14/2018,942,0,0
12/15/2018,761,0,0
12/16/2018,775,0,0
12/17/2018,1014,0,0
12/18/2018,1057,0,0
12/19/2018,968,0,0
12/20/2018,940,0,0
12/21/2018,873,0,0
12/22/2018,735,0,0
12/23/2018,830,0,0
12/24/2018,891,0,0
12/25/2018,768,0,1
12/26/2018,940,0,0
12/27/2018,1057,0,0
12/28/2018,944,0,0
12/29/2018,823,0,0
12/30/2018,814,0,0
12/31/2018,846,0,0
1/1/2019,1087,0,0
1/2/2019,1490,0,0
1/3/2019,1566,0,0
1/4/2019,1378,0,0
1/5/2019,1190,0,0
1/6/2019,1262,0,0
1/7/2019,1459,0,0
1/8/2019,1502,0,0
1/9/2019,1504,0,0
1/10/2019,1601,0,0
1/11/2019,1316,0,0
1/12/2019,908,0,0
1/13/2019,859,0,0
1/14/2019,1264,0,0
1/15/2019,1172,0,0
1/16/2019,1213,0,0
1/17/2019,1092,0,0
1/18/2019,1063,0,0
1/19/2019,784,0,0
1/20/2019,876,0,0
1/21/2019,1114,0,0
1/22/2019,1278,0,0
1/23/2019,1209,0,0
1/24/2019,1192,0,0
1/25/2019,1093,0,0
1/26/2019,748,0,0
1/27/2019,965,0,0
1/28/2019,1160,0,0
1/29/2019,1132,0,0
1/30/2019,1257,0,0
1/31/2019,1185,0,0
2/1/2019,1079,0,0
2/2/2019,859,0,0
2/3/2019,859,0,0
2/4/2019,1045,0,0
2/5/2019,1127,0,0
2/6/2019,1086,0,0
2/7/2019,977,0,0
2/8/2019,840,0,0
2/9/2019,689,0,0
2/10/2019,778,0,0
2/11/2019,1065,0,0
2/12/2019,1053,0,0
2/13/2019,1054,0,0
2/14/2019,942,0,0
2/15/2019,923,0,0
2/16/2019,693,0,0
2/17/2019,770,0,0
2/18/2019,1061,0,0
2/19/2019,1098,0,0
2/20/2019,1098,0,0
2/21/2019,1076,0,0
2/22/2019,846,0,0
2/23/2019,818,0,0
2/24/2019,933,0,0
2/25/2019,1082,0,0
2/26/2019,1072,0,0
2/27/2019,953,0,0
2/28/2019,990,0,0
3/1/2019,955,0,0
3/2/2019,745,0,0
3/3/2019,949,0,0
3/4/2019,1075,0,0
3/5/2019,1216,0,0
3/6/2019,1086,0,0
3/7/2019,1054,0,0
3/8/2019,909,0,0
3/9/2019,766,0,0
3/10/2019,787,0,0
3/11/2019,1065,0,0
3/12/2019,987,0,0
3/13/2019,874,0,0
3/14/2019,926,0,0
3/15/2019,845,0,0
3/16/2019,707,0,0
3/17/2019,729,0,0
3/18/2019,1032,0,0
3/19/2019,997,0,0
3/20/2019,991,0,0
3/21/2019,893,0,0
3/22/2019,913,0,0
3/23/2019,790,0,0
3/24/2019,750,0,0
3/25/2019,933,0,0
3/26/2019,1025,0,0
3/27/2019,958,0,0
3/28/2019,976,0,0
3/29/2019,911,0,0
3/30/2019,713,0,0
3/31/2019,698,0,0
4/1/2019,935,0,0
4/2/2019,988,0,0
4/3/2019,1000,0,0
4/4/2019,997,0,0
4/5/2019,822,0,0
4/6/2019,740,0,0
4/7/2019,698,0,0
4/8/2019,914,0,0
4/9/2019,969,0,0
4/10/2019,1017,0,0
4/11/2019,921,0,0
4/12/2019,1185,0,0
4/13/2019,752,0,0
4/14/2019,733,0,0
4/15/2019,853,0,0
4/16/2019,949,0,0
4/17/2019,889,0,0
4/18/2019,824,0,0
4/19/2019,812,0,0
4/20/2019,658,0,0
4/21/2019,701,1,0
4/22/2019,882,0,0
4/23/2019,930,0,0
4/24/2019,935,0,0
4/25/2019,965,0,0
4/26/2019,838,0,0
4/27/2019,685,0,0
4/28/2019,725,0,0
4/29/2019,891,0,0
4/30/2019,918,0,0
5/1/2019,865,0,0
5/2/2019,982,0,0
5/3/2019,859,0,0
5/4/2019,687,0,0
5/5/2019,699,0,0
5/6/2019,902,0,0
5/7/2019,1008,0,0
5/8/2019,987,0,0
5/9/2019,970,0,0
5/10/2019,884,0,0
5/11/2019,762,0,0
5/12/2019,748,0,0
5/13/2019,1032,0,0
5/14/2019,1054,0,0
5/15/2019,967,0,0
5/16/2019,995,0,0
5/17/2019,931,0,0
5/18/2019,744,0,0
5/19/2019,851,0,0
5/20/2019,999,0,0
5/21/2019,1000,0,0
5/22/2019,1050,0,0
5/23/2019,880,0,0
5/24/2019,830,0,0
5/25/2019,738,0,0
5/26/2019,679,0,0
5/27/2019,923,0,0
5/28/2019,1056,0,0
5/29/2019,1041,0,0
5/30/2019,937,0,0
5/31/2019,887,0,0
6/1/2019,745,0,0
6/2/2019,703,0,0
6/3/2019,917,0,0
6/4/2019,945,0,0
6/5/2019,951,0,0
6/6/2019,964,0,0
6/7/2019,894,0,0
6/8/2019,809,0,0
6/9/2019,825,0,0
6/10/2019,1070,0,0
6/11/2019,1266,0,0
6/12/2019,1146,0,0
6/13/2019,1157,0,0
6/14/2019,954,0,0
6/15/2019,761,0,0
6/16/2019,705,0,0
6/17/2019,1070,0,0
6/18/2019,1144,0,0
6/19/2019,928,0,0
6/20/2019,1018,0,0
6/21/2019,920,0,0
6/22/2019,723,0,0
6/23/2019,817,0,0
6/24/2019,1190,0,0
6/25/2019,1125,0,0
6/26/2019,1065,0,0
6/27/2019,852,0,0
6/28/2019,835,0,0
6/29/2019,654,0,0
6/30/2019,687,0,0
7/1/2019,925,0,0
7/2/2019,1238,0,0
7/3/2019,920,0,0
7/4/2019,878,0,0
7/5/2019,871,0,0
7/6/2019,691,0,0
7/7/2019,778,0,0
7/8/2019,1006,0,0
7/9/2019,1070,0,0
7/10/2019,1154,0,0
7/11/2019,1196,0,0
7/12/2019,1094,0,0
7/13/2019,759,0,0
7/14/2019,864,0,0
7/15/2019,1252,0,0
7/16/2019,1233,0,0
7/17/2019,1326,0,0
7/18/2019,1223,0,0
7/19/2019,1091,0,0
7/20/2019,861,0,0
7/21/2019,940,0,0
7/22/2019,1229,0,0
7/23/2019,1389,0,0
7/24/2019,1312,0,0
7/25/2019,1261,0,0
7/26/2019,1274,0,0
7/27/2019,902,0,0
7/28/2019,973,0,0
7/29/2019,1279,0,0
7/30/2019,1290,0,0
7/31/2019,1344,0,0
8/1/2019,1174,0,0
8/2/2019,1097,0,0
8/3/2019,927,0,0
8/4/2019,865,0,0
8/5/2019,1041,0,0
8/6/2019,1112,0,0
8/7/2019,1137,0,0
8/8/2019,1241,0,0
8/9/2019,961,0,0
8/10/2019,812,0,0
8/11/2019,823,0,0
8/12/2019,1032,0,0
8/13/2019,1166,0,0
8/14/2019,1061,0,0
8/15/2019,1047,0,0
8/16/2019,980,0,0
8/17/2019,787,0,0
8/18/2019,902,0,0
8/19/2019,1067,0,0
8/20/2019,1247,0,0
8/21/2019,1219,0,0
8/22/2019,1204,0,0
8/23/2019,1176,0,0
8/24/2019,989,0,0
8/25/2019,1141,0,0
8/26/2019,1344,0,0
8/27/2019,1353,0,0
8/28/2019,1324,0,0
8/29/2019,1413,0,0
8/30/2019,1298,0,0
8/31/2019,963,0,0
9/1/2019,929,0,0
9/2/2019,1078,0,0
9/3/2019,1141,0,0
9/4/2019,1059,0,0
9/5/2019,991,0,0
9/6/2019,819,0,0
9/7/2019,704,0,0
9/8/2019,813,0,0
9/9/2019,1067,0,0
9/10/2019,1076,0,0
9/11/2019,1120,0,0
9/12/2019,1174,0,0
9/13/2019,971,0,0
9/14/2019,820,0,0
9/15/2019,831,0,0
9/16/2019,1047,0,0
9/17/2019,1108,0,0
9/18/2019,1185,0,0
9/19/2019,1075,0,0
9/20/2019,895,0,0
9/21/2019,790,0,0
9/22/2019,821,0,0
9/23/2019,1152,0,0
9/24/2019,1104,0,0
9/25/2019,1159,0,0
9/26/2019,1420,0,0
9/27/2019,1007,0,0
9/28/2019,834,0,0
9/29/2019,924,0,0
9/30/2019,1094,0,0
10/1/2019,1055,0,0
10/2/2019,1024,0,0
10/3/2019,951,0,0
10/4/2019,950,0,0
10/5/2019,857,0,0
10/6/2019,876,0,0
10/7/2019,1061,0,0
10/8/2019,1102,0,0
10/9/2019,1044,0,0
10/10/2019,1102,0,0
10/11/2019,934,0,0
10/12/2019,852,0,0
10/13/2019,799,0,0
10/14/2019,1041,0,0
10/15/2019,1086,0,0
10/16/2019,1001,0,0
10/17/2019,1321,0,0
10/18/2019,948,0,0
10/19/2019,835,0,0
10/20/2019,819,0,0
10/21/2019,1093,0,0
10/22/2019,1078,0,0
10/23/2019,1059,0,0
10/24/2019,1060,0,0
10/25/2019,914,0,0
10/26/2019,721,0,0
10/27/2019,706,0,0
10/28/2019,929,0,0
10/29/2019,974,0,0
10/30/2019,1009,0,0
10/31/2019,934,0,0
11/1/2019,841,0,0
11/2/2019,800,0,0
11/3/2019,832,0,0
11/4/2019,1291,0,0
11/5/2019,1285,0,0
11/6/2019,1346,0,0
11/7/2019,1211,0,0
11/8/2019,1125,0,0
11/9/2019,862,0,0
11/10/2019,970,0,0
11/11/2019,1194,0,0
11/12/2019,1219,0,0
11/13/2019,1357,0,0
11/14/2019,1115,0,0
11/15/2019,971,0,0
11/16/2019,809,0,0
11/17/2019,855,0,0
11/18/2019,1179,0,0
11/19/2019,1121,0,0
11/20/2019,1166,0,0
11/21/2019,1206,0,0
11/22/2019,1123,0,0
11/23/2019,969,0,0
11/24/2019,1143,0,0
11/25/2019,1317,0,0
11/26/2019,1450,0,0
11/27/2019,1502,0,0
11/28/2019,1571,0,0
11/29/2019,1854,0,0
11/30/2019,1277,0,0
12/1/2019,1272,0,0
12/2/2019,1631,0,0
12/3/2019,1430,0,0
12/4/2019,1650,0,0
12/5/2019,1657,0,0
12/6/2019,1464,0,0
12/7/2019,1082,0,0
12/8/2019,1012,0,0
12/9/2019,1297,0,0
12/10/2019,1201,0,0
12/11/2019,1273,0,0
12/12/2019,1184,0,0
12/13/2019,1031,0,0
12/14/2019,917,0,0
12/15/2019,957,0,0
12/16/2019,1374,0,0
12/17/2019,1716,0,0
12/18/2019,1834,0,0
12/19/2019,1318,0,0
12/20/2019,1052,0,0
12/21/2019,845,0,0
12/22/2019,932,0,0
12/23/2019,1111,0,0
12/24/2019,1028,0,0
12/25/2019,959,0,1
12/26/2019,1165,0,0
12/27/2019,1111,0,0
12/28/2019,1038,0,0
12/29/2019,971,0,0
12/30/2019,1192,0,0
12/31/2019,1070,0,0
1/1/2020,1125,0,0
1/2/2020,1602,0,0
1/3/2020,1598,0,0
1/4/2020,1277,0,0
1/5/2020,1392,0,0
1/6/2020,1809,0,0
1/7/2020,1880,0,0
1/8/2020,2037,0,0
1/9/2020,2184,0,0
1/10/2020,1828,0,0
1/11/2020,1336,0,0
1/12/2020,1238,0,0
1/13/2020,1588,0,0
1/14/2020,1522,0,0
1/15/2020,1508,0,0
1/16/2020,1564,0,0
1/17/2020,1453,0,0
1/18/2020,1101,0,0
1/19/2020,1230,0,0
1/20/2020,1670,0,0
1/21/2020,1822,0,0
1/22/2020,1668,0,0
1/23/2020,1433,0,0
1/24/2020,1285,0,0
1/25/2020,1286,0,0
1/26/2020,1372,0,0
1/27/2020,1812,0,0
1/28/2020,1703,0,0
1/29/2020,1870,0,0
1/30/2020,1961,0,0
1/31/2020,1423,0,0
2/1/2020,1300,0,0
2/2/2020,1246,0,0
2/3/2020,1662,0,0
2/4/2020,1648,0,0
2/5/2020,1549,0,0
2/6/2020,1462,0,0
2/7/2020,1280,0,0
2/8/2020,1101,0,0
2/9/2020,1223,0,0
2/10/2020,1611,0,0
2/11/2020,1528,0,0
2/12/2020,1365,0,0
2/13/2020,1487,0,0
2/14/2020,1265,0,0
2/15/2020,985,0,0
2/16/2020,1172,0,0
2/17/2020,1375,0,0
2/18/2020,1432,0,0
2/19/2020,1485,0,0
2/20/2020,1875,0,0
2/21/2020,1662,0,0
2/22/2020,1159,0,0
2/23/2020,1099,0,0
2/24/2020,1477,0,0
2/25/2020,1518,0,0
2/26/2020,1392,0,0
2/27/2020,1383,0,0
2/28/2020,1189,0,0
2/29/2020,1056,0,0
3/1/2020,1104,0,0
3/2/2020,1401,0,0
3/3/2020,1313,0,0
3/4/2020,1380,0,0
3/5/2020,1280,0,0
3/6/2020,1154,0,0
3/7/2020,1014,0,0
3/8/2020,1110,0,0
3/9/2020,1473,0,0
3/10/2020,1365,0,0
3/11/2020,1415,0,0
3/12/2020,1274,0,0
3/13/2020,1149,0,0
3/14/2020,1121,0,0
3/15/2020,1221,0,0
3/16/2020,1462,0,0
3/17/2020,1829,0,0
3/18/2020,1662,0,0
3/19/2020,1786,0,0
3/20/2020,1883,0,0
3/21/2020,2070,0,0
3/22/2020,1783,0,0
3/23/2020,2232,0,0
3/24/2020,2430,0,0
3/25/2020,2827,0,0
3/26/2020,2391,0,0
3/27/2020,2244,0,0
3/28/2020,2206,0,0
3/29/2020,2248,0,0
3/30/2020,2843,0,0
3/31/2020,2654,0,0
4/1/2020,2492,0,0
4/2/2020,2723,0,0
4/3/2020,2684,0,0
4/4/2020,2291,0,0
4/5/2020,2341,0,0
4/6/2020,2703,0,0
4/7/2020,2510,0,0
4/8/2020,2507,0,0
4/9/2020,2801,0,0
4/10/2020,2642,0,0
4/11/2020,2402,0,0
4/12/2020,2499,1,0
4/13/2020,2847,0,0
4/14/2020,2627,0,0
4/15/2020,2675,0,0
4/16/2020,2707,0,0
4/17/2020,2624,0,0
4/18/2020,2219,0,0
4/19/2020,2175,0,0
4/20/2020,2559,0,0
4/21/2020,2525,0,0
4/22/2020,2335,0,0
4/23/2020,2387,0,0
4/24/2020,2182,0,0
4/25/2020,1953,0,0
4/26/2020,2080,0,0
4/27/2020,2433,0,0
4/28/2020,2331,0,0
4/29/2020,2509,0,0
4/30/2020,2430,0,0
5/1/2020,2233,0,0
5/2/2020,2125,0,0
5/3/2020,2064,0,0
5/4/2020,2299,0,0
5/5/2020,2282,0,0
5/6/2020,2401,0,0
5/7/2020,2127,0,0
5/8/2020,2149,0,0
5/9/2020,1940,0,0
5/10/2020,1892,0,0
5/11/2020,2176,0,0
5/12/2020,2356,0,0
5/13/2020,2629,0,0
5/14/2020,2741,0,0
5/15/2020,2299,0,0
5/16/2020,1904,0,0
5/17/2020,1895,0,0
5/18/2020,2053,0,0
5/19/2020,2046,0,0
5/20/2020,1965,0,0
5/21/2020,1975,0,0
5/22/2020,1855,0,0
5/23/2020,1634,0,0
5/24/2020,1646,0,0
5/25/2020,2015,0,0
5/26/2020,2045,0,0
5/27/2020,1952,0,0
5/28/2020,2141,0,0
5/29/2020,1837,0,0
5/30/2020,1555,0,0
5/31/2020,1679,0,0
6/1/2020,2000,0,0
6/2/2020,1968,0,0
6/3/2020,1927,0,0
6/4/2020,1915,0,0
6/5/2020,1824,0,0
6/6/2020,1608,0,0
6/7/2020,1672,0,0
6/8/2020,1950,0,0
6/9/2020,1975,0,0
6/10/2020,1963,0,0
6/11/2020,1932,0,0
6/12/2020,1761,0,0
6/13/2020,1552,0,0
6/14/2020,1615,0,0
6/15/2020,1925,0,0
6/16/2020,1753,0,0
6/17/2020,1841,0,0
6/18/2020,2154,0,0
6/19/2020,2130,0,0
6/20/2020,1534,0,0
6/21/2020,1513,0,0
6/22/2020,1806,0,0
6/23/2020,1880,0,0
6/24/2020,1775,0,0
6/25/2020,1949,0,0
6/26/2020,1653,0,0
6/27/2020,1528,0,0
6/28/2020,1641,0,0
6/29/2020,1895,0,0
6/30/2020,1966,0,0
7/1/2020,1964,0,0
7/2/2020,1854,0,0
7/3/2020,1660,0,0
7/4/2020,1539,0,0
7/5/2020,1594,0,0
7/6/2020,1978,0,0
7/7/2020,1901,0,0
7/8/2020,1882,0,0
7/9/2020,1792,0,0
7/10/2020,1569,0,0
7/11/2020,1459,0,0
7/12/2020,1509,0,0
7/13/2020,1661,0,0
7/14/2020,1807,0,0
7/15/2020,1830,0,0
7/16/2020,1816,0,0
7/17/2020,2184,0,0
7/18/2020,1474,0,0
7/19/2020,1607,0,0
7/20/2020,1920,0,0
7/21/2020,1803,0,0
7/22/2020,1812,0,0
7/23/2020,1684,0,0
7/24/2020,1549,0,0
7/25/2020,1399,0,0
7/26/2020,1443,0,0
7/27/2020,1761,0,0
7/28/2020,1748,0,0
7/29/2020,1742,0,0
7/30/2020,1620,0,0
7/31/2020,1503,0,0
8/1/2020,1288,0,0
8/2/2020,1309,0,0
8/3/2020,1528,0,0
8/4/2020,1664,0,0
8/5/2020,1692,0,0
8/6/2020,1718,0,0
8/7/2020,1557,0,0
8/8/2020,1277,0,0
8/9/2020,1489,0,0
8/10/2020,1704,0,0
8/11/2020,1685,0,0
8/12/2020,1704,0,0
8/13/2020,1772,0,0
8/14/2020,1629,0,0
8/15/2020,1388,0,0
8/16/2020,1723,0,0
8/17/2020,2117,0,0
8/18/2020,2073,0,0
8/19/2020,2015,0,0
8/20/2020,2010,0,0
8/21/2020,1766,0,0
8/22/2020,1665,0,0
8/23/2020,1714,0,0
8/24/2020,2145,0,0
8/25/2020,2062,0,0
8/26/2020,2081,0,0
8/27/2020,2098,0,0
8/28/2020,1940,0,0
8/29/2020,1655,0,0
8/30/2020,1669,0,0
8/31/2020,1749,0,0
9/1/2020,2009,0,0
9/2/2020,1912,0,0
9/3/2020,1911,0,0
9/4/2020,1571,0,0
9/5/2020,1368,0,0
9/6/2020,1511,0,0
9/7/2020,1960,0,0
9/8/2020,2085,0,0
9/9/2020,1914,0,0
9/10/2020,2003,0,0
9/11/2020,1719,0,0
9/12/2020,1684,0,0
9/13/2020,1645,0,0
9/14/2020,1990,0,0
9/15/2020,2005,0,0
9/16/2020,1689,0,0
9/17/2020,1568,0,0
9/18/2020,1555,0,0
9/19/2020,1407,0,0
9/20/2020,1482,0,0
9/21/2020,1827,0,0
9/22/2020,2091,0,0
9/23/2020,1933,0,0
9/24/2020,1688,0,0
9/25/2020,1726,0,0
9/26/2020,1530,0,0
9/27/2020,1553,0,0
9/28/2020,1849,0,0
9/29/2020,1947,0,0
9/30/2020,1738,0,0
10/1/2020,688,0,0
10/2/2020,607,0,0
10/3/2020,543,0,0
10/4/2020,545,0,0
10/5/2020,722,0,0
10/6/2020,1018,0,0
10/7/2020,1418,0,0
10/8/2020,1584,0,0
10/9/2020,1564,0,0
10/10/2020,1400,0,0
10/11/2020,1508,0,0
10/12/2020,1756,0,0
10/13/2020,1774,0,0
10/14/2020,1813,0,0
10/15/2020,1767,0,0
10/16/2020,1603,0,0
10/17/2020,1401,0,0
10/18/2020,1366,0,0
10/19/2020,1793,0,0
10/20/2020,1755,0,0
10/21/2020,1629,0,0
10/22/2020,1714,0,0
10/23/2020,1507,0,0
10/24/2020,1130,0,0
10/25/2020,1292,0,0
10/26/2020,1844,0,0
10/27/2020,1818,0,0
10/28/2020,1670,0,0
10/29/2020,1762,0,0
10/30/2020,1673,0,0
10/31/2020,1359,0,0
11/1/2020,1431,0,0
11/2/2020,2168,0,0
11/3/2020,1710,0,0
11/4/2020,1616,0,0
11/5/2020,1691,0,0
11/6/2020,1553,0,0
11/7/2020,1460,0,0
11/8/2020,1408,0,0
11/9/2020,1813,0,0
11/10/2020,1698,0,0
11/11/2020,1770,0,0
11/12/2020,1686,0,0
11/13/2020,1460,0,0
11/14/2020,1251,0,0
11/15/2020,1228,0,0
11/16/2020,1855,0,0
11/17/2020,1959,0,0
11/18/2020,1978,0,0
11/19/2020,1979,0,0
11/20/2020,1900,0,0
11/21/2020,1596,0,0
11/22/2020,1696,0,0
11/23/2020,2350,0,0
11/24/2020,2311,0,0
11/25/2020,2207,0,0
11/26/2020,2294,0,0
11/27/2020,2409,0,0
11/28/2020,1765,0,0
11/29/2020,1883,0,0
11/30/2020,2551,0,0
12/1/2020,2393,0,0
12/2/2020,2185,0,0
12/3/2020,2249,0,0
12/4/2020,1964,0,0
12/5/2020,1603,0,0
12/6/2020,1753,0,0
12/7/2020,2165,0,0
12/8/2020,2007,0,0
12/9/2020,1929,0,0
12/10/2020,2058,0,0
12/11/2020,1879,0,0
12/12/2020,1540,0,0
12/13/2020,1742,0,0
12/14/2020,2131,0,0
12/15/2020,2199,0,0
12/16/2020,2182,0,0
12/17/2020,1944,0,0
12/18/2020,1729,0,0
12/19/2020,1367,0,0
12/20/2020,1679,0,0
12/21/2020,1876,0,0
12/22/2020,1960,0,0
12/23/2020,1681,0,0
12/24/2020,1605,0,0
12/25/2020,1388,0,1
12/26/2020,1593,0,0
12/27/2020,1719,0,0
12/28/2020,2040,0,0
12/29/2020,2178,0,0
12/30/2020,1992,0,0
12/31/2020,1635,0,0
